"sku_mp_id","branch_id","rank"
"21883","RALEIGH","22"
"3813601","RALEIGH","2"
"32016","RALEIGH","22"
"28341","RALEIGH","6"
"850196","RALEIGH","2"
"10902","RALEIGH","15"
"312829","RALEIGH","4"
"505032","RALEIGH","5"
"440889","RALEIGH","13"
"46454","RALEIGH","6"
"285800","RALEIGH","7"
"40157","RALEIGH","8"
"187608","RALEIGH","3"
"48870","RALEIGH","2"
"79234","RALEIGH","3"
"702773","RALEIGH","1"
"26523","RALEIGH","14"
"2965074","RALEIGH","1"
"9717","RALEIGH","7"
"36839","RALEIGH","27"
"4296402","RALEIGH","3"
"680454","RALEIGH","2"
"33951","RALEIGH","1"
"75328","RALEIGH","6"
"4027947","RALEIGH","3"
"1622","RALEIGH","5"
"76769","RALEIGH","14"
"3603157","RALEIGH","16"
"3173097","RALEIGH","1"
"1388717","RALEIGH","22"
"2449216","RALEIGH","6"
"3157982","RALEIGH","4"
"33824","SEATTLE","1"
"3790191","SEATTLE","4"
"21997","SEATTLE","2"
"3254400","RALEIGH","3"
"357666","RALEIGH","2"
"25365","RALEIGH","1"
"58824","RALEIGH","4"
"1609817","RALEIGH","1"
"4203173","RALEIGH","1"
"225071","RALEIGH","6"
"460039","RALEIGH","3"
"48947","RALEIGH","4"
"19622","RALEIGH","10"
"1607409","RALEIGH","4"
"795571","RALEIGH","9"
"1508421","RALEIGH","13"
"1349303","RALEIGH","7"
"3876828","RALEIGH","16"
"84268","RALEIGH","1"
"4077126","RALEIGH","4"
"1875811","RALEIGH","15"
"458","RALEIGH","51"
"91066","RALEIGH","1"
"3440721","RALEIGH","6"
"760412","RALEIGH","3"
"43457","RALEIGH","4"
"504237","RALEIGH","3"
"1789378","RALEIGH","12"
"438021","RALEIGH","4"
"17563","RALEIGH","5"
"1564822","RALEIGH","3"
"2938233","RALEIGH","3"
"29096","RALEIGH","9"
"874387","RALEIGH","11"
"27069","RALEIGH","15"
"45077","RALEIGH","5"
"37309","RALEIGH","3"
"4116194","RALEIGH","8"
"232302","RALEIGH","3"
"149357","RALEIGH","2"
"16164","RALEIGH","4"
"518803","RALEIGH","1"
"928844","RALEIGH","4"
"27327","RALEIGH","2"
"32958","RALEIGH","1"
"1802729","RALEIGH","12"
"79455","RALEIGH","1"
"36785","RALEIGH","1"
"460071","RALEIGH","19"
"3254","RALEIGH","6"
"3627198","RALEIGH","2"
"460073","RALEIGH","4"
"20684","ORL","1"
"2847893","RALEIGH","1"
"31575","RALEIGH","1"
"234627","RALEIGH","5"
"52009","RALEIGH","17"
"31261","RALEIGH","1"
"4260","RALEIGH","1"
"3858799","RALEIGH","1"
"2191333","RALEIGH","6"
"2374265","RALEIGH","4"
"34755","RALEIGH","1"
"511851","RALEIGH","2"
"3276508","RALEIGH","4"
"44336","RALEIGH","3"
"1119562","DETROIT","1"
"3383513","RALEIGH","8"
"40231","RALEIGH","2"
"3440726","RALEIGH","1"
"16706","RALEIGH","9"
"468650","RALEIGH","1"
"260965","RALEIGH","13"
"3971856","RALEIGH","2"
"4028502","RALEIGH","1"
"7640","RALEIGH","12"
"2452854","RALEIGH","1"
"387153","RALEIGH","1"
"161500","RALEIGH","4"
"49497","RALEIGH","12"
"2035107","RALEIGH","1"
"441154","RALEIGH","8"
"34852","RALEIGH","2"
"36991","RALEIGH","15"
"3334802","RALEIGH","6"
"455879","SEATTLE","1"
"2989","SEATTLE","1"
"18189","SEATTLE","2"
"48500","SEATTLE","1"
"3862193","RALEIGH","6"
"122104","RALEIGH","1"
"3361224","RALEIGH","7"
"3268235","RALEIGH","1"
"16992","RALEIGH","4"
"2834550","RALEIGH","2"
"19450","RALEIGH","5"
"1800","RALEIGH","8"
"6702","RALEIGH","4107"
"94772","RALEIGH","4760"
"2489758","RALEIGH","1546"
"1666323","RALEIGH","2741"
"23028","RALEIGH","1580"
"4325","RALEIGH","4"
"760245","RICH","3"
"1395853","RALEIGH","10"
"156170","RALEIGH","16"
"106897","RALEIGH","22"
"1757743","RALEIGH","9"
"1313864","RALEIGH","42"
"1826542","RALEIGH","5"
"25860","RALEIGH","13"
"1754446","RALEIGH","143"
"2474775","RALEIGH","63"
"40390","RALEIGH","6"
"36185","RALEIGH","13"
"955351","RALEIGH","20"
"467745","RALEIGH","145"
"459983","RALEIGH","55"
"3297319","RALEIGH","61"
"1666319","RALEIGH","13"
"3924573","RALEIGH","51"
"1313868","RALEIGH","10"
"43365","RALEIGH","445"
"1061255","RALEIGH","4"
"63704","RALEIGH","47"
"19211","RALEIGH","32"
"4317","RALEIGH","4"
"1697237","RALEIGH","1"
"447507","RALEIGH","11"
"1717842","RALEIGH","8"
"29445","RALEIGH","31"
"39756","RALEIGH","10"
"877576","RALEIGH","51"
"503792","RALEIGH","7"
"7898","RALEIGH","36"
"3573959","RALEIGH","1"
"3624365","RALEIGH","16"
"3923996","RALEIGH","69"
"3527689","RALEIGH","5"
"405809","RALEIGH","697"
"2490","RALEIGH","202"
"222860","RALEIGH","27"
"44132","RALEIGH","129"
"18207","RALEIGH","2"
"4106985","RALEIGH","19"
"1796649","RALEIGH","16"
"11840","RALEIGH","30"
"18900","RALEIGH","92"
"1848254","RALEIGH","1"
"1097686","RALEIGH","34"
"2834185","RALEIGH","3"
"3629523","RALEIGH","5"
"1333311","RALEIGH","82"
"4065438","RALEIGH","10"
"24743","RALEIGH","18"
"1448445","RALEIGH","6"
"27015","RALEIGH","8"
"1808529","RALEIGH","1"
"3924071","RALEIGH","19"
"3599331","RALEIGH","13"
"1717847","RALEIGH","17"
"24262","RALEIGH","160"
"503766","RALEIGH","59"
"1664236","RALEIGH","3"
"2465310","RALEIGH","14"
"32474","RALEIGH","28"
"75009","RALEIGH","19"
"4198900","RALEIGH","4"
"1782946","RALEIGH","12"
"49972","RALEIGH","90"
"4275336","RALEIGH","4"
"7455","RALEIGH","24"
"4109895","RALEIGH","1"
"356683","RALEIGH","2"
"3671865","RALEIGH","6"
"2443726","RALEIGH","4"
"2757165","RALEIGH","1"
"3925093","RALEIGH","9"
"23463","RALEIGH","100"
"2235344","RALEIGH","12"
"46953","RALEIGH","26"
"42295","RALEIGH","17"
"3159519","RALEIGH","1"
"2270770","RALEIGH","6"
"407710","RALEIGH","31"
"3531822","RALEIGH","4"
"51773","RALEIGH","1"
"3531924","RALEIGH","4"
"15019","RALEIGH","24"
"190866","RALEIGH","8"
"3800287","RALEIGH","2"
"3909901","RALEIGH","1"
"431563","RALEIGH","2"
"36354","RALEIGH","16"
"55464","RALEIGH","2"
"2396546","RALEIGH","12"
"40870","RALEIGH","7"
"3532229","RALEIGH","5"
"3511858","RALEIGH","37"
"7972","RALEIGH","10"
"2253700","RALEIGH","9"
"23226","RALEIGH","2"
"1349226","RALEIGH","15"
"51270","RALEIGH","1"
"41792","RALEIGH","25"
"33893","RALEIGH","2"
"2844","RALEIGH","33"
"87803","RALEIGH","4"
"4291380","RALEIGH","39"
"989148","RALEIGH","21"
"14428","RALEIGH","1"
"26894","RALEIGH","13"
"45444","RALEIGH","6"
"2880165","RALEIGH","5"
"86358","RALEIGH","11"
"1441989","RALEIGH","1"
"2995676","RALEIGH","5"
"460064","RALEIGH","10"
"4210073","RALEIGH","1"
"1309283","RALEIGH","7"
"459981","RALEIGH","5"
"20441","RALEIGH","16"
"1704723","RALEIGH","59"
"18381","RALEIGH","11"
"261013","RALEIGH","4"
"3624983","RALEIGH","10"
"449767","RALEIGH","10"
"3408586","RALEIGH","1"
"144084","RALEIGH","40"
"30817","RALEIGH","10"
"4038088","RALEIGH","1"
"182036","RALEIGH","1"
"319728","RALEIGH","2"
"3276509","RALEIGH","8"
"12403","RALEIGH","8"
"48283","RALEIGH","4"
"989115","RALEIGH","21"
"239407","RALEIGH","1"
"3408431","RALEIGH","8"
"37770","RALEIGH","71"
"21163","RALEIGH","9"
"40042","RALEIGH","9"
"10562","RALEIGH","25"
"4378","RALEIGH","68"
"1424542","RALEIGH","4"
"265715","RALEIGH","1"
"4103041","RALEIGH","10"
"1098485","RALEIGH","4"
"136577","RALEIGH","3"
"22567","RALEIGH","8"
"1580624","RALEIGH","29"
"457095","RALEIGH","4"
"4086087","RALEIGH","2"
"3609021","RALEIGH","8"
"119346","ATLANTA","7"
"190002","RALEIGH","2"
"1885313","RALEIGH","17"
"1507901","RALEIGH","3"
"39567","RALEIGH","25"
"1809678","RALEIGH","1"
"1674044","RALEIGH","11"
"12266","RALEIGH","2"
"3581562","RALEIGH","4"
"760402","RALEIGH","10"
"11799","RALEIGH","7"
"1020680","RALEIGH","4"
"36278","RALEIGH","10"
"451810","RALEIGH","5"
"4244674","RALEIGH","1"
"46987","RALEIGH","1"
"41884","RALEIGH","30"
"466755","RALEIGH","4"
"48070","RALEIGH","11"
"502158","RALEIGH","6"
"2350785","RALEIGH","2"
"4052092","RALEIGH","1"
"1737961","RALEIGH","3"
"2239828","RALEIGH","25"
"3874808","RALEIGH","6"
"1095369","RALEIGH","14"
"301947","RALEIGH","6"
"2639582","RALEIGH","16"
"8104","RALEIGH","15"
"1619035","RALEIGH","4"
"1717848","RALEIGH","8"
"308355","RALEIGH","6"
"2390793","RALEIGH","3"
"1349230","RALEIGH","3"
"955613","RALEIGH","6"
"25167","RALEIGH","10"
"1601888","RALEIGH","4"
"253274","RALEIGH","4"
"83121","RALEIGH","2"
"2254806","RALEIGH","8"
"2880404","RALEIGH","1"
"4110166","RALEIGH","12"
"26836","RALEIGH","5"
"437178","RALEIGH","15"
"247758","RALEIGH","10"
"47318","RALEIGH","6"
"248369","RALEIGH","15"
"447506","RALEIGH","6"
"41563","RALEIGH","10"
"19353","RALEIGH","1"
"11257","RALEIGH","9"
"166157","RALEIGH","15"
"3159420","RALEIGH","13"
"2880005","RALEIGH","2"
"210140","RALEIGH","5"
"2254067","RALEIGH","9"
"429498","RALEIGH","2"
"2003061","RALEIGH","19"
"1616194","RALEIGH","1"
"460054","RALEIGH","3"
"3449398","SEATTLE","2"
"51343","SEATTLE","6"
"1509055","SEATTLE","2"
"6107","SEATTLE","1"
"189840","SEATTLE","1"
"1440753","SEATTLE","2"
"49972","SEATTLE","1"
"2820558","SEATTLE","2"
"29309","RALEIGH","2"
"3159432","RALEIGH","24"
"393626","RALEIGH","28"
"2013147","RALEIGH","1"
"1888791","RALEIGH","4"
"152480","RALEIGH","6"
"1027532","RALEIGH","12"
"3619736","RALEIGH","8"
"36641","RALEIGH","13"
"239421","RALEIGH","3"
"1802731","RALEIGH","3"
"3759231","RALEIGH","12"
"270280","RALEIGH","1"
"138061","RALEIGH","3"
"1134362","RALEIGH","2"
"161495","RALEIGH","5"
"24679","RALEIGH","1"
"2834300","RALEIGH","2"
"4134060","RALEIGH","3"
"20412","RALEIGH","13"
"2465319","RALEIGH","1"
"446538","RALEIGH","15"
"260978","RALEIGH","9"
"160418","RALEIGH","22"
"487888","RALEIGH","1"
"32929","RALEIGH","8"
"36563","RALEIGH","15"
"31782","ORL","7"
"149073","RALEIGH","7"
"1095718","RALEIGH","8"
"1718114","RALEIGH","12"
"2168686","RALEIGH","5"
"8515","RALEIGH","5"
"796748","RALEIGH","7"
"2489734","RALEIGH","2"
"49754","RALEIGH","1"
"4080770","RALEIGH","6"
"1346810","RALEIGH","20"
"21623","RALEIGH","2"
"657265","RALEIGH","5"
"3813598","RALEIGH","2"
"466761","RALEIGH","11"
"3795882","RALEIGH","8"
"11654","RALEIGH","9"
"9855","RALEIGH","3"
"436938","RALEIGH","4"
"72910","RALEIGH","4"
"11390","RALEIGH","6"
"160863","RALEIGH","17"
"3625266","RALEIGH","1"
"460032","RALEIGH","17"
"333159","RALEIGH","2"
"308354","RALEIGH","8"
"928806","RALEIGH","4"
"4746","RALEIGH","4"
"27451","RALEIGH","2"
"982347","RALEIGH","3"
"928356","RALEIGH","7"
"45282","RALEIGH","7"
"2779","RALEIGH","5"
"40211","RALEIGH","2"
"2270931","RALEIGH","9"
"947","RALEIGH","12"
"3565300","RALEIGH","8"
"2846485","RALEIGH","3"
"4142761","RALEIGH","11"
"1917869","RALEIGH","2"
"3040909","RALEIGH","1"
"23110","RALEIGH","2"
"406032","RALEIGH","1"
"3010416","RALEIGH","7"
"3816256","POLLARDWTR","2"
"36359","SEATTLE","1"
"1758047","SEATTLE","1"
"46169","SEATTLE","1"
"1578801","RALEIGH","2"
"310285","RALEIGH","5"
"2937953","RALEIGH","2"
"42013","RALEIGH","8"
"10142","RALEIGH","4"
"3877588","RALEIGH","23"
"32398","RALEIGH","21"
"26325","RALEIGH","7"
"3521287","RALEIGH","4"
"3860035","RALEIGH","3"
"2024047","RALEIGH","3"
"1284563","RALEIGH","6"
"34540","RALEIGH","6"
"29440","RALEIGH","18"
"344","RALEIGH","3"
"3766152","RALEIGH","8"
"1587443","RALEIGH","4"
"2175052","RALEIGH","1"
"25308","RALEIGH","7"
"3985445","RALEIGH","4"
"28987","RALEIGH","13"
"1802712","RALEIGH","6"
"43195","RALEIGH","3"
"2304172","RALEIGH","1"
"407040","RALEIGH","13"
"3534939","RALEIGH","3"
"184720","RALEIGH","2"
"185259","RALEIGH","39"
"1353934","RALEIGH","1"
"109813","RALEIGH","3"
"88232","RALEIGH","7"
"51709","RALEIGH","3"
"655766","RALEIGH","1"
"54202","RALEIGH","1"
"351035","RALEIGH","1"
"3254487","RALEIGH","2"
"1796706","RALEIGH","4"
"4010590","RALEIGH","3"
"3800033","RALEIGH","2"
"1869601","RALEIGH","2"
"1606814","RALEIGH","1"
"92498","RALEIGH","2"
"48971","RALEIGH","2"
"1875810","RALEIGH","15"
"2350739","RALEIGH","10"
"440453","RALEIGH","6"
"800977","RALEIGH","4"
"458482","RALEIGH","1"
"2348937","RALEIGH","5"
"3815906","RALEIGH","3"
"10530","RALEIGH","1"
"531245","RALEIGH","5"
"34482","RALEIGH","4"
"2175067","RALEIGH","5"
"395212","RALEIGH","21"
"666","RALEIGH","1"
"15749","RALEIGH","11"
"8029","RALEIGH","6"
"15076","RALEIGH","8"
"14726","RALEIGH","1"
"3863374","RALEIGH","6"
"39649","RALEIGH","7"
"36100","RALEIGH","5"
"37528","RALEIGH","14"
"3986862","RALEIGH","1"
"2627","RALEIGH","3"
"4115061","RALEIGH","1"
"2492099","RALEIGH","1"
"11787","RALEIGH","2"
"3157746","RALEIGH","7"
"60557","RALEIGH","6"
"3335133","RALEIGH","2"
"8562","RALEIGH","4"
"2374163","RALEIGH","4"
"2405049","RALEIGH","1"
"1131349","RALEIGH","4"
"58445","RALEIGH","8"
"436192","RALEIGH","1"
"3641196","RALEIGH","1"
"2846469","RALEIGH","11"
"4116211","RALEIGH","5"
"22118","POLLARDWTR","1"
"76669","SEATTLE","1"
"406376","SEATTLE","16"
"48748","SEATTLE","3"
"18041","SEATTLE","10"
"2846247","RALEIGH","4"
"3576607","RALEIGH","4"
"2846421","RALEIGH","6"
"426370","RALEIGH","5"
"17824","RALEIGH","7"
"406898","RALEIGH","2"
"3567718","RALEIGH","2"
"1348163","RALEIGH","2"
"2972133","RALEIGH","1"
"178354","RALEIGH","4"
"550683","RALEIGH","4"
"4200850","RALEIGH","2"
"2996360","RALEIGH","10"
"3280917","RALEIGH","9"
"84919","RALEIGH","1"
"37390","RALEIGH","2"
"42745","RALEIGH","9"
"3076285","RALEIGH","5"
"2937996","RALEIGH","3"
"1397361","RALEIGH","1"
"1880448","RALEIGH","4"
"1391199","RALEIGH","17"
"3800177","RALEIGH","1"
"1841995","DIST","4"
"2153677","RALEIGH","7"
"3617244","RALEIGH","1"
"10234","POLLARDWTR","1"
"43552","SEATTLE","2"
"3800033","SEATTLE","2"
"3866340","SEATTLE","2"
"51343","DIST","17"
"84598","DIST","2"
"3870924","DIST","3"
"28579","DIST","3"
"27378","RALEIGH","8"
"1846648","RALEIGH","2"
"3859979","RALEIGH","5"
"6314","RALEIGH","1"
"49835","RALEIGH","7"
"4117437","RALEIGH","4"
"3786","RALEIGH","4"
"1796605","RALEIGH","1"
"760345","RALEIGH","9"
"856344","RALEIGH","4"
"4275050","RALEIGH","2"
"405768","RALEIGH","1"
"1475531","RALEIGH","2"
"98544","RALEIGH","2"
"3971899","RALEIGH","5"
"3984141","RALEIGH","3"
"3172897","RALEIGH","1"
"4037733","RALEIGH","1"
"846","RALEIGH","5"
"69717","RALEIGH","5"
"1389976","RALEIGH","1"
"287094","RALEIGH","1"
"219992","RALEIGH","2"
"4085936","RALEIGH","4"
"801933","RALEIGH","2"
"3878651","RALEIGH","2"
"447449","RALEIGH","4"
"3874810","RALEIGH","5"
"3406316","RALEIGH","1"
"3860016","RALEIGH","2"
"1308520","RALEIGH","3"
"519951","RALEIGH","1"
"4321813","RALEIGH","1"
"47168","RALEIGH","1"
"40176","RALEIGH","3"
"1657309","RALEIGH","2"
"12116","SANAN","1"
"36531","RALEIGH","6"
"21215","RALEIGH","1"
"3573961","RALEIGH","1"
"65406","RALEIGH","5"
"406564","RALEIGH","7"
"3924781","RALEIGH","5"
"486914","RALEIGH","1"
"32710","RALEIGH","1"
"66223","RALEIGH","2"
"2997862","RALEIGH","2"
"47697","RALEIGH","2"
"3978682","RALEIGH","3"
"2148921","RALEIGH","2"
"407010","RALEIGH","3"
"1870807","RALEIGH","1"
"4240869","RALEIGH","1"
"4161154","RALEIGH","4"
"3875839","RALEIGH","3"
"28302","RALEIGH","7"
"2191339","RALEIGH","1"
"22209","RALEIGH","2"
"2270871","RALEIGH","5"
"1914709","RALEIGH","2"
"3356571","RALEIGH","1"
"3919464","RALEIGH","1"
"3625789","RALEIGH","5"
"41210","RALEIGH","4"
"3945086","RALEIGH","2"
"40822","RALEIGH","1"
"3449479","RALEIGH","1"
"3575404","RALEIGH","2"
"1732026","RALEIGH","1"
"3532071","RALEIGH","4"
"37327","RALEIGH","2"
"2833060","RALEIGH","2"
"4159696","RALEIGH","2"
"52014","RALEIGH","2"
"1208007","RALEIGH","12"
"3859980","RALEIGH","2"
"2849867","RALEIGH","1"
"84864","RALEIGH","3"
"3637829","RALEIGH","1"
"1894389","RALEIGH","1"
"127703","RALEIGH","2"
"1131341","RALEIGH","1"
"3383073","RALEIGH","1"
"3766157","RALEIGH","7"
"40713","RALEIGH","3"
"49716","RALEIGH","2"
"1397421","RALEIGH","2"
"2433211","RALEIGH","1"
"77057","RALEIGH","1"
"79888","RALEIGH","2"
"463759","RALEIGH","3"
"60579","RALEIGH","5"
"1134589","RALEIGH","2"
"75510","RALEIGH","1"
"1754701","RALEIGH","1"
"32712","RALEIGH","3"
"3066662","RALEIGH","1"
"1770006","RALEIGH","2"
"3971806","RALEIGH","2"
"34951","RALEIGH","5"
"4781892","DIST","1"
"2481942","SEATTLE","1"
"38317","SEATTLE","2"
"21847","SEATTLE","1"
"4118425","SEATTLE","1"
"3360","SEATTLE","3"
"3795475","SEATTLE","7"
"3581303","SEATTLE","1"
"85417","RALEIGH","3"
"224943","RALEIGH","4"
"43722","RALEIGH","2"
"2404329","RALEIGH","1"
"4346","RALEIGH","4"
"22077","RALEIGH","3"
"3973583","RALEIGH","1"
"275029","RALEIGH","2"
"2348802","RALEIGH","1"
"3569451","RALEIGH","1"
"667469","RALEIGH","10"
"3534460","RALEIGH","1"
"1852746","RALEIGH","1"
"2834146","RALEIGH","9"
"202872","RALEIGH","2"
"460060","RALEIGH","1"
"443367","RALEIGH","2"
"1445","RALEIGH","2"
"2484439","RALEIGH","1"
"2188976","RALEIGH","1"
"3825083","RALEIGH","3"
"406604","RALEIGH","2"
"404980","RALEIGH","1"
"88508","RALEIGH","5"
"1615820","RALEIGH","2"
"4112964","RALEIGH","2"
"3172972","RALEIGH","1"
"228021","RALEIGH","2"
"3916109","RALEIGH","1"
"4344717","RALEIGH","3"
"26348","RALEIGH","2"
"2972414","RALEIGH","4"
"88556","RALEIGH","1"
"4091327","RALEIGH","2"
"4132517","RALEIGH","3"
"2911647","RALEIGH","2"
"79123","RALEIGH","2"
"352324","RALEIGH","2"
"1784","RALEIGH","3"
"4080637","RALEIGH","1"
"2240384","RALEIGH","1"
"82797","RALEIGH","1"
"22494","RALEIGH","5"
"2338499","RALEIGH","1"
"2475174","RALEIGH","2"
